Input Number, Run_Number, Result@ 100, X1, X2, U
16, Run: 035, P, 80, 0, 0
16, Run: 036, P, 80, 0, 0
16, Run: 037, P, 80, 0, 0
16, Run: 038, P, 80, 0, 0
16, Run: 039, P, 80, 0, 0
16, Run: 040, P, 80, 0, 0
16, Run: 041, P, 80, 0, 0
16, Run: 042, P, 80, 0, 0
16, Run: 043, P, 80, 0, 0
16, Run: 044, P, 80, 0, 0
16, Run: 045, P, 80, 0, 0
16, Run: 046, P, 80, 0, 0
16, Run: 047, P, 80, 0, 0
16, Run: 048, P, 80, 0, 0
16, Run: 049, P, 80, 0, 0
16, Run: 050, P, 80, 0, 0
16, Run: 051, P, 80, 0, 0
16, Run: 052, P, 80, 0, 0
16, Run: 053, P, 80, 0, 0
16, Run: 054, P, 80, 0, 0
16, Run: 055, P, 80, 0, 0
16, Run: 056, P, 80, 0, 0
16, Run: 057, P, 80, 0, 0
16, Run: 058, P, 80, 0, 0
16, Run: 059, P, 80, 0, 0
16, Run: 060, P, 80, 0, 0
16, Run: 061, P, 80, 0, 0
16, Run: 062, P, 80, 0, 0
16, Run: 063, P, 80, 0, 0
16, Run: 064, P, 80, 0, 0
16, Run: 065, P, 80, 0, 0
16, Run: 066, P, 80, 0, 0
16, Run: 067, P, 80, 0, 0
16, Run: 068, P, 80, 0, 0
16, Run: 069, P, 80, 0, 0
16, Run: 070, P, 80, 0, 0
16, Run: 071, P, 80, 0, 0
16, Run: 072, P, 80, 0, 0
16, Run: 073, P, 80, 0, 0
16, Run: 074, P, 80, 0, 0
16, Run: 075, P, 80, 0, 0
16, Run: 076, P, 80, 0, 0
16, Run: 077, P, 80, 0, 0
16, Run: 078, P, 80, 0, 0
16, Run: 079, P, 80, 0, 0
16, Run: 080, P, 80, 0, 0
16, Run: 081, P, 80, 0, 0
16, Run: 082, P, 80, 0, 0
16, Run: 083, P, 80, 0, 0
16, Run: 084, P, 80, 0, 0
16, Run: 085, P, 80, 0, 0
16, Run: 086, P, 80, 0, 0
16, Run: 087, P, 80, 0, 0
16, Run: 088, P, 80, 0, 0
16, Run: 089, P, 80, 0, 0
16, Run: 090, P, 80, 0, 0
16, Run: 091, P, 80, 0, 0
16, Run: 092, P, 80, 0, 0
16, Run: 093, P, 80, 0, 0
16, Run: 094, P, 80, 0, 0
16, Run: 095, P, 80, 0, 0
16, Run: 096, P, 80, 0, 0
16, Run: 097, P, 80, 0, 0
16, Run: 098, P, 80, 0, 0
16, Run: 099, P, 80, 0, 0
16, Run: 100, P, 80, 0, 0
17, Run: 001, P, 21, 0, 0
17, Run: 002, P, 21, 0, 0
17, Run: 003, P, 21, 0, 0
17, Run: 004, P, 21, 0, 0
17, Run: 005, P, 21, 0, 0
17, Run: 006, P, 21, 0, 0
17, Run: 007, P, 21, 0, 0
17, Run: 008, P, 21, 0, 0
17, Run: 009, P, 21, 0, 0
17, Run: 010, P, 21, 0, 0
17, Run: 011, P, 21, 0, 0
17, Run: 012, P, 21, 0, 0
17, Run: 013, P, 21, 0, 0
17, Run: 014, P, 21, 0, 0
17, Run: 015, P, 21, 0, 0
17, Run: 016, P, 21, 0, 0
17, Run: 017, P, 21, 0, 0
17, Run: 018, P, 21, 0, 0
17, Run: 019, P, 21, 0, 0
17, Run: 020, P, 21, 0, 0
17, Run: 021, P, 21, 0, 0
17, Run: 022, P, 21, 0, 0
17, Run: 023, P, 21, 0, 0
17, Run: 024, P, 21, 0, 0
17, Run: 025, P, 21, 0, 0
17, Run: 026, P, 21, 0, 0
17, Run: 027, P, 21, 0, 0
17, Run: 028, P, 21, 0, 0
17, Run: 029, P, 21, 0, 0
17, Run: 030, P, 21, 0, 0
17, Run: 031, P, 21, 0, 0
17, Run: 032, P, 21, 0, 0
17, Run: 033, P, 21, 0, 0
17, Run: 034, P, 21, 0, 0
17, Run: 035, P, 21, 0, 0
17, Run: 036, P, 21, 0, 0
17, Run: 037, P, 21, 0, 0
17, Run: 038, P, 21, 0, 0
17, Run: 039, P, 21, 0, 0
17, Run: 040, P, 21, 0, 0
17, Run: 041, P, 21, 0, 0
17, Run: 042, P, 21, 0, 0
17, Run: 043, P, 21, 0, 0
17, Run: 044, P, 21, 0, 0
17, Run: 045, P, 21, 0, 0
17, Run: 046, P, 21, 0, 0
17, Run: 047, P, 21, 0, 0
17, Run: 048, P, 21, 0, 0
17, Run: 049, P, 21, 0, 0
17, Run: 050, P, 21, 0, 0
17, Run: 051, P, 21, 0, 0
17, Run: 052, P, 21, 0, 0
17, Run: 053, P, 21, 0, 0
17, Run: 054, P, 21, 0, 0
17, Run: 055, P, 21, 0, 0
17, Run: 056, P, 21, 0, 0
17, Run: 057, P, 21, 0, 0
17, Run: 058, P, 21, 0, 0
17, Run: 059, P, 21, 0, 0
17, Run: 060, P, 21, 0, 0
17, Run: 061, P, 21, 0, 0
17, Run: 062, P, 21, 0, 0
17, Run: 063, P, 21, 0, 0
17, Run: 064, P, 21, 0, 0
17, Run: 065, P, 21, 0, 0
17, Run: 066, P, 21, 0, 0
17, Run: 067, P, 21, 0, 0
17, Run: 068, P, 21, 0, 0
17, Run: 069, P, 21, 0, 0
17, Run: 070, P, 21, 0, 0
17, Run: 071, P, 21, 0, 0
17, Run: 072, P, 21, 0, 0
17, Run: 073, P, 21, 0, 0
17, Run: 074, P, 21, 0, 0
17, Run: 075, P, 21, 0, 0
17, Run: 076, P, 21, 0, 0
17, Run: 077, P, 21, 0, 0
17, Run: 078, P, 21, 0, 0
17, Run: 079, P, 21, 0, 0
17, Run: 080, P, 21, 0, 0
17, Run: 081, P, 21, 0, 0
17, Run: 082, P, 21, 0, 0
17, Run: 083, P, 21, 0, 0
17, Run: 084, P, 21, 0, 0
17, Run: 085, P, 21, 0, 0
17, Run: 086, P, 21, 0, 0
17, Run: 087, P, 21, 0, 0
17, Run: 088, P, 21, 0, 0
17, Run: 089, P, 21, 0, 0
17, Run: 090, P, 21, 0, 0
17, Run: 091, P, 21, 0, 0
17, Run: 092, P, 21, 0, 0
17, Run: 093, P, 21, 0, 0
17, Run: 094, P, 21, 0, 0
17, Run: 095, P, 21, 0, 0
17, Run: 096, P, 21, 0, 0
17, Run: 097, P, 21, 0, 0
17, Run: 098, P, 21, 0, 0
17, Run: 099, P, 21, 0, 0
17, Run: 100, P, 21, 0, 0
18, Run: 001, P, 59, 0, 0
18, Run: 002, P, 59, 0, 0
18, Run: 003, P, 59, 0, 0
18, Run: 004, P, 59, 0, 0
18, Run: 005, P, 59, 0, 0
18, Run: 006, P, 59, 0, 0
18, Run: 007, P, 59, 0, 0
18, Run: 008, P, 59, 0, 0
18, Run: 009, P, 59, 0, 0
18, Run: 010, P, 59, 0, 0
18, Run: 011, P, 59, 0, 0
18, Run: 012, P, 59, 0, 0
18, Run: 013, P, 59, 0, 0
18, Run: 014, P, 59, 0, 0
18, Run: 015, P, 59, 0, 0
18, Run: 016, P, 59, 0, 0
18, Run: 017, P, 59, 0, 0
18, Run: 018, P, 59, 0, 0
18, Run: 019, P, 59, 0, 0
18, Run: 020, P, 59, 0, 0
18, Run: 021, P, 59, 0, 0
18, Run: 022, P, 59, 0, 0
18, Run: 023, P, 59, 0, 0
18, Run: 024, P, 59, 0, 0
18, Run: 025, P, 59, 0, 0
18, Run: 026, P, 59, 0, 0
18, Run: 027, P, 59, 0, 0
18, Run: 028, P, 59, 0, 0
18, Run: 029, P, 59, 0, 0
18, Run: 030, P, 59, 0, 0
18, Run: 031, P, 59, 0, 0
18, Run: 032, P, 59, 0, 0
18, Run: 033, P, 59, 0, 0
18, Run: 034, P, 59, 0, 0
18, Run: 035, P, 59, 0, 0
18, Run: 036, P, 59, 0, 0
18, Run: 037, P, 59, 0, 0
18, Run: 038, P, 59, 0, 0
18, Run: 039, P, 59, 0, 0
18, Run: 040, P, 59, 0, 0
18, Run: 041, P, 59, 0, 0
18, Run: 042, P, 59, 0, 0
18, Run: 043, P, 59, 0, 0
18, Run: 044, P, 59, 0, 0
18, Run: 045, P, 59, 0, 0
18, Run: 046, P, 59, 0, 0
18, Run: 047, P, 59, 0, 0
18, Run: 048, P, 59, 0, 0
18, Run: 049, P, 59, 0, 0
18, Run: 050, P, 59, 0, 0
18, Run: 051, P, 59, 0, 0
18, Run: 052, P, 59, 0, 0
18, Run: 053, P, 59, 0, 0
18, Run: 054, P, 59, 0, 0
18, Run: 055, P, 59, 0, 0
18, Run: 056, P, 59, 0, 0
18, Run: 057, P, 59, 0, 0
18, Run: 058, P, 59, 0, 0
18, Run: 059, P, 59, 0, 0
18, Run: 060, P, 59, 0, 0
18, Run: 061, P, 59, 0, 0
18, Run: 062, P, 59, 0, 0
18, Run: 063, P, 59, 0, 0
18, Run: 064, P, 59, 0, 0
18, Run: 065, P, 59, 0, 0
18, Run: 066, P, 59, 0, 0
18, Run: 067, P, 59, 0, 0
18, Run: 068, P, 59, 0, 0
18, Run: 069, P, 59, 0, 0
18, Run: 070, P, 59, 0, 0
18, Run: 071, P, 59, 0, 0
18, Run: 072, P, 59, 0, 0
18, Run: 073, P, 59, 0, 0
18, Run: 074, P, 59, 0, 0
18, Run: 075, P, 59, 0, 0
18, Run: 076, P, 59, 0, 0
18, Run: 077, P, 59, 0, 0
18, Run: 078, P, 59, 0, 0
18, Run: 079, P, 59, 0, 0
18, Run: 080, P, 59, 0, 0
18, Run: 081, P, 59, 0, 0
18, Run: 082, P, 59, 0, 0
18, Run: 083, P, 59, 0, 0
18, Run: 084, P, 59, 0, 0
18, Run: 085, P, 59, 0, 0
18, Run: 086, P, 59, 0, 0
18, Run: 087, P, 59, 0, 0
18, Run: 088, P, 59, 0, 0
18, Run: 089, P, 59, 0, 0
18, Run: 090, P, 59, 0, 0
18, Run: 091, P, 59, 0, 0
18, Run: 092, P, 59, 0, 0
18, Run: 093, P, 59, 0, 0
18, Run: 094, P, 59, 0, 0
18, Run: 095, P, 59, 0, 0
18, Run: 096, P, 59, 0, 0
18, Run: 097, P, 59, 0, 0
18, Run: 098, P, 59, 0, 0
18, Run: 099, P, 59, 0, 0
18, Run: 100, P, 59, 0, 0
19, Run: 001, P, 181, 0, 0
19, Run: 002, P, 181, 0, 0
19, Run: 003, P, 181, 0, 0
19, Run: 004, P, 181, 0, 0
19, Run: 005, P, 181, 0, 0
19, Run: 006, P, 181, 0, 0
19, Run: 007, P, 181, 0, 0
19, Run: 008, P, 181, 0, 0
19, Run: 009, P, 181, 0, 0
19, Run: 010, P, 181, 0, 0
19, Run: 011, P, 181, 0, 0
19, Run: 012, P, 181, 0, 0
19, Run: 013, P, 181, 0, 0
19, Run: 014, P, 181, 0, 0
19, Run: 015, P, 181, 0, 0
19, Run: 016, P, 181, 0, 0
19, Run: 017, P, 181, 0, 0
19, Run: 018, P, 181, 0, 0
19, Run: 019, P, 181, 0, 0
19, Run: 020, P, 181, 0, 0
19, Run: 021, P, 181, 0, 0
19, Run: 022, P, 181, 0, 0
19, Run: 023, P, 181, 0, 0
19, Run: 024, P, 181, 0, 0
19, Run: 025, P, 181, 0, 0
19, Run: 026, P, 181, 0, 0
19, Run: 027, P, 181, 0, 0
19, Run: 028, P, 181, 0, 0
19, Run: 029, F, 0, 181, 0
19, Run: 030, P, 181, 0, 0
19, Run: 031, P, 181, 0, 0
19, Run: 032, P, 181, 0, 0
19, Run: 033, P, 181, 0, 0
19, Run: 034, F, 0, 181, 0
19, Run: 035, P, 181, 0, 0
19, Run: 036, P, 181, 0, 0
19, Run: 037, P, 181, 0, 0
19, Run: 038, P, 181, 0, 0
19, Run: 039, P, 181, 0, 0
19, Run: 040, F, 0, 181, 0
19, Run: 041, P, 181, 0, 0
19, Run: 042, P, 181, 0, 0
19, Run: 043, F, 0, 181, 0
19, Run: 044, P, 181, 0, 0
19, Run: 045, P, 181, 0, 0
19, Run: 046, P, 181, 0, 0
19, Run: 047, P, 181, 0, 0
19, Run: 048, F, 0, 181, 0
19, Run: 049, P, 181, 0, 0
19, Run: 050, P, 181, 0, 0
19, Run: 051, P, 181, 0, 0
19, Run: 052, P, 181, 0, 0
19, Run: 053, P, 181, 0, 0
19, Run: 054, P, 181, 0, 0
19, Run: 055, P, 181, 0, 0
19, Run: 056, P, 181, 0, 0
19, Run: 057, P, 181, 0, 0
19, Run: 058, F, 0, 181, 0
19, Run: 059, P, 181, 0, 0
19, Run: 060, P, 181, 0, 0
19, Run: 061, P, 181, 0, 0
19, Run: 062, P, 181, 0, 0
19, Run: 063, P, 181, 0, 0
19, Run: 064, P, 181, 0, 0
19, Run: 065, P, 181, 0, 0
19, Run: 066, P, 181, 0, 0
19, Run: 067, P, 181, 0, 0
19, Run: 068, P, 181, 0, 0
19, Run: 069, F, 0, 181, 0
19, Run: 070, P, 181, 0, 0
19, Run: 071, P, 181, 0, 0
19, Run: 072, P, 181, 0, 0
19, Run: 073, P, 181, 0, 0
19, Run: 074, P, 181, 0, 0
19, Run: 075, P, 181, 0, 0
19, Run: 076, F, 0, 181, 0
19, Run: 077, P, 181, 0, 0
19, Run: 078, P, 181, 0, 0
19, Run: 079, P, 181, 0, 0
19, Run: 080, P, 181, 0, 0
19, Run: 081, P, 181, 0, 0
19, Run: 082, P, 181, 0, 0
19, Run: 083, P, 181, 0, 0
19, Run: 084, P, 181, 0, 0
19, Run: 085, P, 181, 0, 0
19, Run: 086, P, 181, 0, 0
19, Run: 087, P, 181, 0, 0
19, Run: 088, P, 181, 0, 0
19, Run: 089, P, 181, 0, 0
19, Run: 090, P, 181, 0, 0
19, Run: 091, P, 181, 0, 0
19, Run: 092, P, 181, 0, 0
19, Run: 093, P, 181, 0, 0
19, Run: 094, P, 181, 0, 0
19, Run: 095, P, 181, 0, 0
19, Run: 096, P, 181, 0, 0
19, Run: 097, P, 181, 0, 0
19, Run: 098, P, 181, 0, 0
19, Run: 099, P, 181, 0, 0
19, Run: 100, P, 181, 0, 0
2, Run: 001, F, 0, 108, 0
2, Run: 002, F, 0, 108, 0
2, Run: 003, F, 0, 108, 0
2, Run: 004, F, 0, 108, 0
2, Run: 005, F, 0, 108, 0
2, Run: 006, F, 0, 108, 0
2, Run: 007, F, 0, 108, 0
2, Run: 008, F, 0, 108, 0
2, Run: 009, F, 0, 108, 0
2, Run: 010, F, 0, 108, 0
2, Run: 011, F, 0, 108, 0
2, Run: 012, F, 0, 108, 0
2, Run: 013, F, 0, 108, 0
2, Run: 014, F, 0, 108, 0
2, Run: 015, F, 0, 108, 0
2, Run: 016, F, 0, 108, 0
2, Run: 017, F, 0, 108, 0
2, Run: 018, F, 0, 108, 0
2, Run: 019, F, 0, 108, 0
2, Run: 020, F, 0, 108, 0
2, Run: 021, F, 0, 108, 0
2, Run: 022, F, 0, 108, 0
2, Run: 023, F, 0, 108, 0
2, Run: 024, F, 0, 108, 0
2, Run: 025, F, 0, 108, 0
2, Run: 026, F, 0, 108, 0
2, Run: 027, F, 0, 108, 0
2, Run: 028, F, 0, 108, 0
2, Run: 029, F, 0, 108, 0
2, Run: 030, P, 108, 0, 0
2, Run: 031, F, 0, 108, 0
2, Run: 032, F, 0, 108, 0
2, Run: 033, F, 0, 108, 0
2, Run: 034, F, 0, 108, 0
2, Run: 035, F, 0, 108, 0
2, Run: 036, F, 0, 108, 0
2, Run: 037, F, 0, 108, 0
2, Run: 038, F, 0, 108, 0
2, Run: 039, F, 0, 108, 0
2, Run: 040, F, 0, 108, 0
2, Run: 041, F, 0, 108, 0
2, Run: 042, F, 0, 108, 0
2, Run: 043, F, 0, 108, 0
2, Run: 044, F, 0, 108, 0
2, Run: 045, F, 0, 108, 0
2, Run: 046, F, 0, 108, 0
2, Run: 047, F, 0, 108, 0
2, Run: 048, F, 0, 108, 0
2, Run: 049, F, 0, 108, 0
2, Run: 050, F, 0, 108, 0
2, Run: 051, F, 0, 108, 0
2, Run: 052, F, 0, 108, 0
2, Run: 053, F, 0, 108, 0
2, Run: 054, F, 0, 108, 0
2, Run: 055, F, 0, 108, 0
2, Run: 056, F, 0, 108, 0
2, Run: 057, F, 0, 108, 0
2, Run: 058, F, 0, 108, 0
2, Run: 059, F, 0, 108, 0
2, Run: 060, F, 0, 108, 0
2, Run: 061, F, 0, 108, 0
2, Run: 062, F, 0, 108, 0
2, Run: 063, F, 0, 108, 0
2, Run: 064, F, 0, 108, 0
2, Run: 065, F, 0, 108, 0
2, Run: 066, F, 0, 108, 0
2, Run: 067, F, 0, 108, 0
2, Run: 068, F, 0, 108, 0
2, Run: 069, F, 0, 108, 0
2, Run: 070, F, 0, 108, 0
2, Run: 071, F, 0, 108, 0
2, Run: 072, F, 0, 108, 0
2, Run: 073, F, 0, 108, 0
2, Run: 074, F, 0, 108, 0
2, Run: 075, F, 0, 108, 0
2, Run: 076, F, 0, 108, 0
2, Run: 077, F, 0, 108, 0
2, Run: 078, F, 0, 108, 0
2, Run: 079, F, 0, 108, 0
2, Run: 080, F, 0, 108, 0
2, Run: 081, F, 0, 108, 0
2, Run: 082, F, 0, 108, 0
2, Run: 083, F, 0, 108, 0
2, Run: 084, F, 0, 108, 0
2, Run: 085, F, 0, 108, 0
2, Run: 086, F, 0, 108, 0
2, Run: 087, F, 0, 108, 0
2, Run: 088, F, 0, 108, 0
2, Run: 089, F, 0, 108, 0
2, Run: 090, F, 0, 108, 0
2, Run: 091, F, 0, 108, 0
2, Run: 092, F, 0, 108, 0
2, Run: 093, F, 0, 108, 0
2, Run: 094, F, 0, 108, 0
2, Run: 095, F, 0, 108, 0
2, Run: 096, F, 0, 108, 0
2, Run: 097, F, 0, 108, 0
2, Run: 098, F, 0, 108, 0
2, Run: 099, F, 0, 108, 0
2, Run: 100, F, 0, 108, 0
20, Run: 001, F, 0, 48, 0
20, Run: 002, P, 48, 0, 0
20, Run: 003, F, 0, 48, 0
20, Run: 004, P, 48, 0, 0
20, Run: 005, P, 48, 0, 0
20, Run: 006, F, 0, 48, 0
20, Run: 007, F, 0, 48, 0
20, Run: 008, P, 48, 0, 0
20, Run: 009, F, 0, 48, 0
20, Run: 010, F, 0, 48, 0
20, Run: 011, P, 48, 0, 0
20, Run: 012, P, 48, 0, 0
20, Run: 013, P, 48, 0, 0
20, Run: 014, P, 48, 0, 0
20, Run: 015, P, 48, 0, 0
20, Run: 016, P, 48, 0, 0
20, Run: 017, P, 48, 0, 0
20, Run: 018, P, 48, 0, 0
20, Run: 019, F, 0, 48, 0
20, Run: 020, P, 48, 0, 0
20, Run: 021, P, 48, 0, 0
20, Run: 022, F, 0, 48, 0
20, Run: 023, P, 48, 0, 0
20, Run: 024, F, 0, 48, 0
20, Run: 025, P, 48, 0, 0
20, Run: 026, F, 0, 48, 0
20, Run: 027, P, 48, 0, 0
20, Run: 028, F, 0, 48, 0
20, Run: 029, F, 0, 48, 0
20, Run: 030, P, 48, 0, 0
20, Run: 031, P, 48, 0, 0
20, Run: 032, F, 0, 48, 0
20, Run: 033, F, 0, 48, 0
20, Run: 034, P, 48, 0, 0
20, Run: 035, P, 48, 0, 0
20, Run: 036, F, 0, 48, 0
20, Run: 037, P, 48, 0, 0
20, Run: 038, F, 0, 48, 0
20, Run: 039, P, 48, 0, 0
20, Run: 040, F, 0, 48, 0
20, Run: 041, F, 0, 48, 0
20, Run: 042, P, 48, 0, 0
20, Run: 043, P, 48, 0, 0
20, Run: 044, P, 48, 0, 0
20, Run: 045, F, 0, 48, 0
20, Run: 046, P, 48, 0, 0
20, Run: 047, F, 0, 48, 0
20, Run: 048, F, 0, 48, 0
20, Run: 049, F, 0, 48, 0
20, Run: 050, F, 0, 48, 0
20, Run: 051, F, 0, 48, 0
20, Run: 052, F, 0, 48, 0
20, Run: 053, P, 48, 0, 0
20, Run: 054, P, 48, 0, 0
20, Run: 055, F, 0, 48, 0
20, Run: 056, F, 0, 48, 0
20, Run: 057, P, 48, 0, 0
20, Run: 058, F, 0, 48, 0
20, Run: 059, P, 48, 0, 0
20, Run: 060, F, 0, 48, 0
20, Run: 061, F, 0, 48, 0
20, Run: 062, P, 48, 0, 0
20, Run: 063, P, 48, 0, 0
20, Run: 064, P, 48, 0, 0
20, Run: 065, F, 0, 48, 0
20, Run: 066, P, 48, 0, 0
20, Run: 067, P, 48, 0, 0
20, Run: 068, P, 48, 0, 0
20, Run: 069, F, 0, 48, 0
20, Run: 070, F, 0, 48, 0
20, Run: 071, F, 0, 48, 0
20, Run: 072, F, 0, 48, 0
20, Run: 073, F, 0, 48, 0
20, Run: 074, F, 0, 48, 0
20, Run: 075, P, 48, 0, 0
20, Run: 076, F, 0, 48, 0
20, Run: 077, P, 48, 0, 0
20, Run: 078, P, 48, 0, 0
20, Run: 079, F, 0, 48, 0
20, Run: 080, P, 48, 0, 0
20, Run: 081, P, 48, 0, 0
20, Run: 082, F, 0, 48, 0
20, Run: 083, F, 0, 48, 0
20, Run: 084, P, 48, 0, 0
20, Run: 085, F, 0, 48, 0
20, Run: 086, F, 0, 48, 0
20, Run: 087, P, 48, 0, 0
20, Run: 088, F, 0, 48, 0
20, Run: 089, F, 0, 48, 0
20, Run: 090, P, 48, 0, 0
20, Run: 091, P, 48, 0, 0
20, Run: 092, P, 48, 0, 0
20, Run: 093, F, 0, 48, 0
20, Run: 094, P, 48, 0, 0
20, Run: 095, P, 48, 0, 0
20, Run: 096, F, 0, 48, 0
20, Run: 097, P, 48, 0, 0
20, Run: 098, P, 48, 0, 0
20, Run: 099, F, 0, 48, 0
20, Run: 100, F, 0, 48, 0
21, Run: 001, F, 0, 218, 0
21, Run: 002, F, 0, 218, 0
21, Run: 003, F, 0, 218, 0
21, Run: 004, F, 0, 218, 0
21, Run: 005, F, 0, 218, 0
21, Run: 006, F, 0, 218, 0
21, Run: 007, F, 0, 218, 0
21, Run: 008, F, 0, 218, 0
21, Run: 009, F, 0, 218, 0
21, Run: 010, F, 0, 218, 0
21, Run: 011, F, 0, 218, 0
21, Run: 012, F, 0, 218, 0
21, Run: 013, F, 0, 218, 0
21, Run: 014, F, 0, 218, 0
21, Run: 015, F, 0, 218, 0
21, Run: 016, F, 0, 218, 0
21, Run: 017, F, 0, 218, 0
21, Run: 018, F, 0, 218, 0
21, Run: 019, F, 0, 218, 0
21, Run: 020, F, 0, 218, 0
21, Run: 021, F, 0, 218, 0
21, Run: 022, F, 0, 218, 0
21, Run: 023, F, 0, 218, 0
21, Run: 024, F, 0, 218, 0
21, Run: 025, F, 0, 218, 0
21, Run: 026, F, 0, 218, 0
21, Run: 027, F, 0, 218, 0
21, Run: 028, F, 0, 218, 0
21, Run: 029, F, 0, 218, 0
21, Run: 030, F, 0, 218, 0
21, Run: 031, F, 0, 218, 0
21, Run: 032, F, 0, 218, 0
21, Run: 033, F, 0, 218, 0
21, Run: 034, F, 0, 218, 0
21, Run: 035, F, 0, 218, 0
21, Run: 036, F, 0, 218, 0
21, Run: 037, F, 0, 218, 0
21, Run: 038, F, 0, 218, 0
21, Run: 039, F, 0, 218, 0
21, Run: 040, F, 0, 218, 0
21, Run: 041, F, 0, 218, 0
21, Run: 042, F, 0, 218, 0
21, Run: 043, F, 0, 218, 0
21, Run: 044, F, 0, 218, 0
21, Run: 045, F, 0, 218, 0
21, Run: 046, F, 0, 218, 0
21, Run: 047, F, 0, 218, 0
21, Run: 048, F, 0, 218, 0
21, Run: 049, F, 0, 218, 0
21, Run: 050, F, 0, 218, 0
21, Run: 051, F, 0, 218, 0
21, Run: 052, F, 0, 218, 0
21, Run: 053, F, 0, 218, 0
21, Run: 054, F, 0, 218, 0
21, Run: 055, F, 0, 218, 0
21, Run: 056, F, 0, 218, 0
21, Run: 057, F, 0, 218, 0
21, Run: 058, F, 0, 218, 0
21, Run: 059, F, 0, 218, 0
21, Run: 060, F, 0, 218, 0
21, Run: 061, F, 0, 218, 0
21, Run: 062, F, 0, 218, 0
21, Run: 063, F, 0, 218, 0
21, Run: 064, F, 0, 218, 0
21, Run: 065, F, 0, 218, 0
21, Run: 066, F, 0, 218, 0
21, Run: 067, F, 0, 218, 0
21, Run: 068, F, 0, 218, 0
21, Run: 069, F, 0, 218, 0
21, Run: 070, F, 0, 218, 0
21, Run: 071, F, 0, 218, 0
21, Run: 072, F, 0, 218, 0
21, Run: 073, F, 0, 218, 0
21, Run: 074, F, 0, 218, 0
21, Run: 075, F, 0, 218, 0
21, Run: 076, F, 0, 218, 0
21, Run: 077, F, 0, 218, 0
21, Run: 078, F, 0, 218, 0
21, Run: 079, F, 0, 218, 0
21, Run: 080, F, 0, 218, 0
21, Run: 081, F, 0, 218, 0
21, Run: 082, F, 0, 218, 0
21, Run: 083, F, 0, 218, 0
21, Run: 084, F, 0, 218, 0
21, Run: 085, F, 0, 218, 0
21, Run: 086, F, 0, 218, 0
21, Run: 087, F, 0, 218, 0
21, Run: 088, F, 0, 218, 0
21, Run: 089, F, 0, 218, 0
21, Run: 090, F, 0, 218, 0
21, Run: 091, F, 0, 218, 0
21, Run: 092, F, 0, 218, 0
21, Run: 093, F, 0, 218, 0
21, Run: 094, F, 0, 218, 0
21, Run: 095, F, 0, 218, 0
21, Run: 096, F, 0, 218, 0
21, Run: 097, F, 0, 218, 0
21, Run: 098, F, 0, 218, 0
21, Run: 099, F, 0, 218, 0
21, Run: 100, F, 0, 218, 0
22, Run: 001, F, 0, 183, 0
22, Run: 002, F, 0, 183, 0
22, Run: 003, F, 0, 183, 0
22, Run: 004, F, 0, 183, 0
22, Run: 005, F, 0, 183, 0
22, Run: 006, F, 0, 183, 0
22, Run: 007, F, 0, 183, 0
22, Run: 008, F, 0, 183, 0
22, Run: 009, F, 0, 183, 0
22, Run: 010, F, 0, 183, 0
22, Run: 011, F, 0, 183, 0
22, Run: 012, F, 0, 183, 0
22, Run: 013, F, 0, 183, 0
22, Run: 014, F, 0, 183, 0
22, Run: 015, F, 0, 183, 0
22, Run: 016, F, 0, 183, 0
22, Run: 017, F, 0, 183, 0
22, Run: 018, F, 0, 183, 0
22, Run: 019, F, 0, 183, 0
22, Run: 020, F, 0, 183, 0
22, Run: 021, F, 0, 183, 0
22, Run: 022, F, 0, 183, 0
22, Run: 023, F, 0, 183, 0
22, Run: 024, F, 0, 183, 0
22, Run: 025, F, 0, 183, 0
22, Run: 026, F, 0, 183, 0
22, Run: 027, F, 0, 183, 0
22, Run: 028, F, 0, 183, 0
22, Run: 029, F, 0, 183, 0
22, Run: 030, F, 0, 183, 0
22, Run: 031, F, 0, 183, 0
22, Run: 032, F, 0, 183, 0
22, Run: 033, F, 0, 183, 0
22, Run: 034, F, 0, 183, 0
22, Run: 035, F, 0, 183, 0
22, Run: 036, F, 0, 183, 0
22, Run: 037, F, 0, 183, 0
22, Run: 038, F, 0, 183, 0
22, Run: 039, F, 0, 183, 0
22, Run: 040, F, 0, 183, 0
22, Run: 041, F, 0, 183, 0
22, Run: 042, F, 0, 183, 0
22, Run: 043, F, 0, 183, 0
22, Run: 044, F, 0, 183, 0
22, Run: 045, F, 0, 183, 0
22, Run: 046, F, 0, 183, 0
22, Run: 047, F, 0, 183, 0
22, Run: 048, F, 0, 183, 0
22, Run: 049, F, 0, 183, 0
22, Run: 050, F, 0, 183, 0
22, Run: 051, F, 0, 183, 0
22, Run: 052, F, 0, 183, 0
22, Run: 053, F, 0, 183, 0
22, Run: 054, F, 0, 183, 0
22, Run: 055, F, 0, 183, 0
22, Run: 056, F, 0, 183, 0
22, Run: 057, F, 0, 183, 0
22, Run: 058, F, 0, 183, 0
22, Run: 059, F, 0, 183, 0
22, Run: 060, F, 0, 183, 0
22, Run: 061, F, 0, 183, 0
22, Run: 062, F, 0, 183, 0
22, Run: 063, F, 0, 183, 0
22, Run: 064, F, 0, 183, 0
22, Run: 065, F, 0, 183, 0
22, Run: 066, F, 0, 183, 0
22, Run: 067, F, 0, 183, 0
22, Run: 068, F, 0, 183, 0
22, Run: 069, F, 0, 183, 0
