Input Number, Run_Number, Result@ 100, X, Y, Z
8, Run: 075, P, 80, 0, 0
8, Run: 076, P, 125, 0, 0
8, Run: 077, P, 102, 0, 0
8, Run: 078, P, 105, 0, 0
8, Run: 079, P, 107, 0, 0
8, Run: 080, P, 103, 0, 0
8, Run: 081, P, 105, 0, 0
8, Run: 082, P, 99, 0, 0
8, Run: 083, P, 97, 0, 0
8, Run: 084, P, 121, 0, 0
8, Run: 085, P, 95, 0, 0
8, Run: 086, P, 114, 0, 0
8, Run: 087, P, 88, 0, 0
8, Run: 088, P, 96, 0, 0
8, Run: 089, P, 89, 0, 0
8, Run: 090, P, 93, 0, 0
8, Run: 091, P, 107, 0, 0
8, Run: 092, P, 113, 0, 0
8, Run: 093, P, 102, 0, 0
8, Run: 094, P, 118, 0, 0
8, Run: 095, P, 111, 0, 0
8, Run: 096, P, 88, 0, 0
8, Run: 097, P, 90, 0, 0
8, Run: 098, P, 100, 0, 0
8, Run: 099, P, 106, 0, 0
8, Run: 100, P, 116, 0, 0
9, Run: 001, P, 92, 0, 0
9, Run: 002, P, 87, 0, 0
9, Run: 003, P, 98, 0, 0
9, Run: 004, P, 98, 0, 0
9, Run: 005, P, 89, 0, 0
9, Run: 006, P, 91, 0, 0
9, Run: 007, P, 109, 0, 0
9, Run: 008, P, 96, 0, 0
9, Run: 009, P, 122, 0, 0
9, Run: 010, P, 75, 0, 0
9, Run: 011, P, 90, 0, 0
9, Run: 012, P, 96, 0, 0
9, Run: 013, P, 86, 0, 0
9, Run: 014, P, 96, 0, 0
9, Run: 015, P, 103, 0, 0
9, Run: 016, P, 110, 0, 0
9, Run: 017, P, 103, 0, 0
9, Run: 018, P, 101, 0, 0
9, Run: 019, P, 86, 0, 0
9, Run: 020, P, 113, 0, 0
9, Run: 021, P, 108, 0, 0
9, Run: 022, P, 122, 0, 0
9, Run: 023, P, 88, 0, 0
9, Run: 024, P, 89, 0, 0
9, Run: 025, P, 97, 0, 0
9, Run: 026, P, 100, 0, 0
9, Run: 027, P, 130, 0, 0
9, Run: 028, P, 87, 0, 0
9, Run: 029, P, 96, 0, 0
9, Run: 030, P, 80, 0, 0
9, Run: 031, P, 116, 0, 0
9, Run: 032, P, 109, 0, 0
9, Run: 033, P, 104, 0, 0
9, Run: 034, P, 104, 0, 0
9, Run: 035, P, 89, 0, 0
9, Run: 036, P, 91, 0, 0
9, Run: 037, P, 91, 0, 0
9, Run: 038, P, 85, 0, 0
9, Run: 039, P, 88, 0, 0
9, Run: 040, P, 90, 0, 0
9, Run: 041, P, 89, 0, 0
9, Run: 042, P, 96, 0, 0
9, Run: 043, P, 91, 0, 0
9, Run: 044, P, 97, 0, 0
9, Run: 045, P, 95, 0, 0
9, Run: 046, P, 97, 0, 0
9, Run: 047, P, 83, 0, 0
9, Run: 048, P, 115, 0, 0
9, Run: 049, P, 105, 0, 0
9, Run: 050, P, 115, 0, 0
9, Run: 051, P, 103, 0, 0
9, Run: 052, P, 108, 0, 0
9, Run: 053, P, 95, 0, 0
9, Run: 054, P, 96, 0, 0
9, Run: 055, P, 103, 0, 0
9, Run: 056, P, 94, 0, 0
9, Run: 057, P, 99, 0, 0
9, Run: 058, P, 102, 0, 0
9, Run: 059, P, 73, 0, 0
9, Run: 060, P, 105, 0, 0
9, Run: 061, P, 101, 0, 0
9, Run: 062, P, 90, 0, 0
9, Run: 063, P, 93, 0, 0
9, Run: 064, P, 91, 0, 0
9, Run: 065, P, 120, 0, 0
9, Run: 066, P, 109, 0, 0
9, Run: 067, P, 99, 0, 0
9, Run: 068, P, 113, 0, 0
9, Run: 069, P, 90, 0, 0
9, Run: 070, P, 104, 0, 0
9, Run: 071, P, 87, 0, 0
9, Run: 072, P, 117, 0, 0
9, Run: 073, P, 128, 0, 0
9, Run: 074, P, 82, 0, 0
9, Run: 075, P, 120, 0, 0
9, Run: 076, P, 93, 0, 0
9, Run: 077, P, 85, 0, 0
9, Run: 078, P, 103, 0, 0
9, Run: 079, P, 98, 0, 0
9, Run: 080, P, 95, 0, 0
9, Run: 081, P, 93, 0, 0
9, Run: 082, P, 96, 0, 0
9, Run: 083, P, 94, 0, 0
9, Run: 084, P, 116, 0, 0
9, Run: 085, P, 87, 0, 0
9, Run: 086, P, 106, 0, 0
9, Run: 087, P, 121, 0, 0
9, Run: 088, P, 101, 0, 0
9, Run: 089, P, 103, 0, 0
9, Run: 090, P, 106, 0, 0
9, Run: 091, P, 107, 0, 0
9, Run: 092, P, 88, 0, 0
9, Run: 093, P, 87, 0, 0
9, Run: 094, P, 89, 0, 0
9, Run: 095, P, 81, 0, 0
9, Run: 096, P, 100, 0, 0
9, Run: 097, P, 106, 0, 0
9, Run: 098, P, 98, 0, 0
9, Run: 099, P, 119, 0, 0
9, Run: 100, P, 96, 0, 0
